Wikipedia link,Common name,Synonyms
https://en.wikipedia.org/wiki/Ulinastatin,Ulinastatin,Miraclid
https://en.wikipedia.org/wiki/Eltrombopag,Eltrombopag,Promacta|Revolade
https://en.wikipedia.org/wiki/Cyanocobalamin,Cyanocobalamin,Cobolin-M|&lt;ref name=Over2019/&gt; Depo-Cobolin|&lt;ref name=Over2019/&gt;
https://en.wikipedia.org/wiki/Pegvisomant,Pegvisomant,Somavert
https://en.wikipedia.org/wiki/Molsidomine,Molsidomine,Corvasal|Corvaton|Molsidain|Molsidolat
https://en.wikipedia.org/wiki/Sulfonated%20phenolics/sulfuric%20acid,Sulfonated phenolics/sulfuric acid,Debacterol
https://en.wikipedia.org/wiki/Interferon%20alfa-2b,Interferon alfa-2b,
https://en.wikipedia.org/wiki/Rotavirus%20vaccine,Rotavirus vaccine,Rotarix|RotaTeq
https://en.wikipedia.org/wiki/Dalbavancin,Dalbavancin,Dalvance|Xydalba|Zeven
https://en.wikipedia.org/wiki/Leronlimab,Leronlimab,
https://en.wikipedia.org/wiki/Racecadotril,Racecadotril,Hidrasec|Tiorfan|Zedott
https://en.wikipedia.org/wiki/Albumin%20tannate,Albumin tannate,
https://en.wikipedia.org/wiki/DASB,DASB,
https://en.wikipedia.org/wiki/Pyrantel,Pyrantel,Pin-X|Combantrin
https://en.wikipedia.org/wiki/Omega-3%20acid%20ethyl%20esters,Omega-3 acid ethyl esters,Lovaza|Omtryg
https://en.wikipedia.org/wiki/Eribulin,Eribulin,Halaven
https://en.wikipedia.org/wiki/Methoxy%20polyethylene%20glycol-epoetin%20beta,Methoxy polyethylene glycol-epoetin beta,
https://en.wikipedia.org/wiki/Liraglutide,Liraglutide,Victoza|Saxenda
https://en.wikipedia.org/wiki/Vi%20capsular%20polysaccharide%20vaccine,Vi capsular polysaccharide vaccine,Typherix|Typhim VI
https://en.wikipedia.org/wiki/3F8,3F8,
https://en.wikipedia.org/wiki/Octreotide%20scan,Octreotide scan,Octreoscan
https://en.wikipedia.org/wiki/Rabies%20vaccine,Rabies vaccine,RabAvert|Rabipur|Rabivax
https://en.wikipedia.org/wiki/Rilonacept,Rilonacept,Arcalyst
https://en.wikipedia.org/wiki/Metanx,Metanx,
https://en.wikipedia.org/wiki/Oxytocin/ergometrine,Oxytocin/ergometrine,
https://en.wikipedia.org/wiki/Istradefylline,Istradefylline,Nourianz
https://en.wikipedia.org/wiki/Mecasermin,Mecasermin,Increlex
https://en.wikipedia.org/wiki/Olmesartan/amlodipine,Olmesartan/amlodipine,Azor
https://en.wikipedia.org/wiki/Ukrain,Ukrain,
https://en.wikipedia.org/wiki/Regular%20insulin,Regular insulin,Humulin R|Novolin R|Actrapid
https://en.wikipedia.org/wiki/Isavuconazonium,Isavuconazonium,Cresemba
https://en.wikipedia.org/wiki/Isavuconazonium,Isavuconazonium,Cresemba
https://en.wikipedia.org/wiki/Droxidopa,Droxidopa,Northera
https://en.wikipedia.org/wiki/Triheptanoin,Triheptanoin,Dojolvi
https://en.wikipedia.org/wiki/Laropiprant,Laropiprant,Cordaptive|Tredaptive
https://en.wikipedia.org/wiki/Aflibercept,Aflibercept,Eylea|Zaltrap
https://en.wikipedia.org/wiki/Amfepentorex,Amfepentorex,
https://en.wikipedia.org/wiki/Afamelanotide,Afamelanotide,Scenesse
https://en.wikipedia.org/wiki/Hodgkinsine,Hodgkinsine,
https://en.wikipedia.org/wiki/Brimonidine/timolol,Brimonidine/timolol,Combigan
https://en.wikipedia.org/wiki/Azilsartan,Azilsartan,Edarbi|Azilva
https://en.wikipedia.org/wiki/Enzalutamide,Enzalutamide,Xtandi
https://en.wikipedia.org/wiki/Trimix%20%28drug%29,Trimix (drug),
https://en.wikipedia.org/wiki/Pandemrix,Pandemrix,
https://en.wikipedia.org/wiki/Colestilan,Colestilan,BindRen
https://en.wikipedia.org/wiki/Ramatroban,Ramatroban,Baynas
https://en.wikipedia.org/wiki/Lorcaserin,Lorcaserin,Belviq
https://en.wikipedia.org/wiki/Forodesine,Forodesine,Mundesine and Fodosine
https://en.wikipedia.org/wiki/Ecallantide,Ecallantide,Kalbitor
https://en.wikipedia.org/wiki/Gentamicin/betamethasone%20valerate/clotrimazole,Gentamicin/betamethasone valerate/clotrimazole,Otomax
https://en.wikipedia.org/wiki/Romiplostim,Romiplostim,Nplate|Romiplate
https://en.wikipedia.org/wiki/Oxidized%20cellulose,Oxidized cellulose,
https://en.wikipedia.org/wiki/Somatrem,Somatrem,Protropin
https://en.wikipedia.org/wiki/Abetimus,Abetimus,Riquent
https://en.wikipedia.org/wiki/Elotuzumab,Elotuzumab,Empliciti
https://en.wikipedia.org/wiki/Blinatumomab,Blinatumomab,Blincyto
https://en.wikipedia.org/wiki/Lurasidone,Lurasidone,Latuda
https://en.wikipedia.org/wiki/Somatorelin,Somatorelin,GHRH Ferring
https://en.wikipedia.org/wiki/Interferon%20alfa,Interferon alfa,
https://en.wikipedia.org/wiki/Teriflunomide,Teriflunomide,Aubagio
https://en.wikipedia.org/wiki/Roflumilast,Roflumilast,Daxas|Daliresp
https://en.wikipedia.org/wiki/Paliperidone%20palmitate,Paliperidone palmitate,Invega Hayfera|Invega Sustenna|Invega Trinza
https://en.wikipedia.org/wiki/Vitaxin,Vitaxin,Vitaxin
https://en.wikipedia.org/wiki/Clenoliximab,Clenoliximab,
https://en.wikipedia.org/wiki/Regavirumab,Regavirumab,
https://en.wikipedia.org/wiki/Nebacumab,Nebacumab,
https://en.wikipedia.org/wiki/Telimomab%20aritox,Telimomab aritox,
https://en.wikipedia.org/wiki/Technetium%20%2899mTc%29%20votumumab,Technetium (99mTc) votumumab,
https://en.wikipedia.org/wiki/Cixutumumab,Cixutumumab,
https://en.wikipedia.org/wiki/Conatumumab,Conatumumab,
https://en.wikipedia.org/wiki/Foravirumab,Foravirumab,
https://en.wikipedia.org/wiki/Rafivirumab,Rafivirumab,
https://en.wikipedia.org/wiki/Ramucirumab,Ramucirumab,Cyramza
https://en.wikipedia.org/wiki/Tenatumomab,Tenatumomab,
https://en.wikipedia.org/wiki/Obinutuzumab,Obinutuzumab,Gazyva|Gazyvaro
https://en.wikipedia.org/wiki/Citatuzumab%20bogatox,Citatuzumab bogatox,
https://en.wikipedia.org/wiki/Milatuzumab,Milatuzumab,
https://en.wikipedia.org/wiki/Tigatuzumab,Tigatuzumab,
https://en.wikipedia.org/wiki/Veltuzumab,Veltuzumab,
https://en.wikipedia.org/wiki/Vedolizumab,Vedolizumab,Entyvio
https://en.wikipedia.org/wiki/Alacizumab%20pegol,Alacizumab pegol,
https://en.wikipedia.org/wiki/Tanezumab,Tanezumab,
https://en.wikipedia.org/wiki/Ozogamicin,Ozogamicin,
https://en.wikipedia.org/wiki/BTS%2074%2C398,"BTS 74,398",
https://en.wikipedia.org/wiki/Figitumumab,Figitumumab,
https://en.wikipedia.org/wiki/4-Methyldiphenhydramine,4-Methyldiphenhydramine,
https://en.wikipedia.org/wiki/CYT006-AngQb,CYT006-AngQb,
https://en.wikipedia.org/wiki/Taurolidine,Taurolidine,
https://en.wikipedia.org/wiki/Entolimod,Entolimod,
https://en.wikipedia.org/wiki/Licofelone,Licofelone,
https://en.wikipedia.org/wiki/Paclitaxel%20trevatide,Paclitaxel trevatide,
https://en.wikipedia.org/wiki/Neratinib,Neratinib,Nerlynx|Hernix
https://en.wikipedia.org/wiki/NmVac4-A/C/Y/W-135,NmVac4-A/C/Y/W-135,
https://en.wikipedia.org/wiki/Albiglutide,Albiglutide,Eperzan (Europe)|Tanzeum (US)
https://en.wikipedia.org/wiki/Biological%20functions%20of%20nitric%20oxide,Biological functions of nitric oxide,Inomax|Noxivent|Genosyl
https://en.wikipedia.org/wiki/Ethyl%20eicosapentaenoic%20acid,Ethyl eicosapentaenoic acid,Vascepa|Vazkepa
https://en.wikipedia.org/wiki/Diphtheria%20vaccine,Diphtheria vaccine,
https://en.wikipedia.org/wiki/Pertussis%20vaccine,Pertussis vaccine,
https://en.wikipedia.org/wiki/Brucellosis%20vaccine,Brucellosis vaccine,
https://en.wikipedia.org/wiki/Cholera%20vaccine,Cholera vaccine,Dukoral|Vaxchora
https://en.wikipedia.org/wiki/Meningococcal%20vaccine,Meningococcal vaccine,Menactra|Menveo|Menomune
https://en.wikipedia.org/wiki/Plague%20vaccine,Plague vaccine,
https://en.wikipedia.org/wiki/Typhoid%20vaccine,Typhoid vaccine,Typhim Vi|Vivotif
https://en.wikipedia.org/wiki/Typhus%20vaccine,Typhus vaccine,
https://en.wikipedia.org/wiki/Tick-borne%20encephalitis%20vaccine,Tick-borne encephalitis vaccine,Encepur N|FSME-Immun CC|Ticovac
https://en.wikipedia.org/wiki/Measles%20vaccine,Measles vaccine,
https://en.wikipedia.org/wiki/Rubella%20vaccine,Rubella vaccine,Meruvax|other
https://en.wikipedia.org/wiki/Yellow%20fever%20vaccine,Yellow fever vaccine,YF-Vax|Stamaril
https://en.wikipedia.org/wiki/Japanese%20encephalitis%20vaccine,Japanese encephalitis vaccine,Ixiaro|Imojev
https://en.wikipedia.org/wiki/Taspoglutide,Taspoglutide,
https://en.wikipedia.org/wiki/Fluticasone%20furoate,Fluticasone furoate,
https://en.wikipedia.org/wiki/Insulin%20%28medication%29,Insulin (medication),Humulin|Novolin|Insuman
https://en.wikipedia.org/wiki/Fibrin%20glue,Fibrin glue,Artiss|Evicel|Tisseel
https://en.wikipedia.org/wiki/Adenovirus%20vaccine,Adenovirus vaccine,
https://en.wikipedia.org/wiki/Rozrolimupab,Rozrolimupab,
https://en.wikipedia.org/wiki/Necitumumab,Necitumumab,Portrazza
https://en.wikipedia.org/wiki/Oportuzumab%20monatox,Oportuzumab monatox,Vicineum
https://en.wikipedia.org/wiki/Panobacumab,Panobacumab,
https://en.wikipedia.org/wiki/Robatumumab,Robatumumab,
https://en.wikipedia.org/wiki/Siltuximab,Siltuximab,Sylvant
https://en.wikipedia.org/wiki/Solanezumab,Solanezumab,
https://en.wikipedia.org/wiki/Delafloxacin,Delafloxacin,Baxdela|Quofenix
https://en.wikipedia.org/wiki/Co-danthrusate,Co-danthrusate,
https://en.wikipedia.org/wiki/Sodium%20cellulose%20phosphate,Sodium cellulose phosphate,
https://en.wikipedia.org/wiki/OSI-7904,OSI-7904,
https://en.wikipedia.org/wiki/Maribavir,Maribavir,Livtencity
https://en.wikipedia.org/wiki/Pomalidomide,Pomalidomide,Pomalyst|Imnovid
https://en.wikipedia.org/wiki/Esterom,Esterom,Esterom
https://en.wikipedia.org/wiki/CR6261,CR6261,
https://en.wikipedia.org/wiki/Tocofersolan,Tocofersolan,Vedrop
https://en.wikipedia.org/wiki/ADH-1,ADH-1,Exherin
https://en.wikipedia.org/wiki/Pegloticase,Pegloticase,Krystexxa|Puricase
https://en.wikipedia.org/wiki/MDAI,MDAI,
https://en.wikipedia.org/wiki/Alpha-Methylserotonin,Alpha-Methylserotonin,
https://en.wikipedia.org/wiki/Perampanel,Perampanel,Fycompa
https://en.wikipedia.org/wiki/Naltrexone/bupropion,Naltrexone/bupropion,Contrave|Mysimba
https://en.wikipedia.org/wiki/Radium-223,Radium-223,Xofigo
https://en.wikipedia.org/wiki/ATNAA,ATNAA,Atnaa|Duodote
https://en.wikipedia.org/wiki/Belinostat,Belinostat,Beleodaq
https://en.wikipedia.org/wiki/Hepatitis%20B%20immune%20globulin,Hepatitis B immune globulin,HepaGam B|Nabi-HB|Zutectra
https://en.wikipedia.org/wiki/Toceranib,Toceranib,Palladia
https://en.wikipedia.org/wiki/Inosine%20pranobex,Inosine pranobex,Imunovir|Delimmun|Isoprinosine|Viruxan
https://en.wikipedia.org/wiki/Sulglicotide,Sulglicotide,
https://en.wikipedia.org/wiki/Butizide,Butizide,
https://en.wikipedia.org/wiki/Levosulpiride,Levosulpiride,
https://en.wikipedia.org/wiki/Olaparib,Olaparib,Lynparza
https://en.wikipedia.org/wiki/Dexamethasone%20isonicotinate,Dexamethasone isonicotinate,Auxiloson|Auxilson|Auxilsone|Voren
https://en.wikipedia.org/wiki/Licarbazepine,Licarbazepine,
https://en.wikipedia.org/wiki/Milbemycin%20oxime,Milbemycin oxime,Interceptor
https://en.wikipedia.org/wiki/Chymopapain,Chymopapain,
https://en.wikipedia.org/wiki/Template%3AChembox/testcases,Template:Chembox/testcases,
https://en.wikipedia.org/wiki/Canagliflozin,Canagliflozin,Invokana|Sulisent|Prominad
https://en.wikipedia.org/wiki/KP-1461,KP-1461,
https://en.wikipedia.org/wiki/Ethinylestradiol/norethisterone,Ethinylestradiol/norethisterone,Alyacen|Aranelle|Balziva
https://en.wikipedia.org/wiki/Chromium%28III%29%20nicotinate,Chromium(III) nicotinate,
https://en.wikipedia.org/wiki/Tecovirimat,Tecovirimat,Tpoxx
https://en.wikipedia.org/wiki/Tiotropium%20bromide,Tiotropium bromide,Spiriva
https://en.wikipedia.org/wiki/Indium%20%28111In%29%20biciromab,Indium (111In) biciromab,FibriScint
https://en.wikipedia.org/wiki/Fresolimumab,Fresolimumab,
https://en.wikipedia.org/wiki/Ceftaroline%20fosamil,Ceftaroline fosamil,Teflaro|Zinforo
https://en.wikipedia.org/wiki/Fidaxomicin,Fidaxomicin,Dificid|Dificlir
https://en.wikipedia.org/wiki/Brentuximab%20vedotin,Brentuximab vedotin,Adcetris
https://en.wikipedia.org/wiki/Tecemotide,Tecemotide,
https://en.wikipedia.org/wiki/Rucaparib,Rucaparib,Rubraca
https://en.wikipedia.org/wiki/Rontalizumab,Rontalizumab,
https://en.wikipedia.org/wiki/Terpin,Terpin,
https://en.wikipedia.org/wiki/Briakinumab,Briakinumab,
https://en.wikipedia.org/wiki/Didesmethylcitalopram,Didesmethylcitalopram,
https://en.wikipedia.org/wiki/Medroxalol,Medroxalol,
https://en.wikipedia.org/wiki/Oxomemazine/guaifenesin,Oxomemazine/guaifenesin,Toplexil
https://en.wikipedia.org/wiki/Liotrix,Liotrix,Thyrolar
https://en.wikipedia.org/wiki/Lucinactant,Lucinactant,Surfaxin
https://en.wikipedia.org/wiki/Pegsunercept,Pegsunercept,
https://en.wikipedia.org/wiki/Collagenase%20clostridium%20histolyticum,Collagenase clostridium histolyticum,Xiaflex|Xiapex|Qwo
https://en.wikipedia.org/wiki/Velaglucerase%20alfa,Velaglucerase alfa,Vpriv
https://en.wikipedia.org/wiki/Moroctocog%20alfa,Moroctocog alfa,ReFacto|ReFacto AF
https://en.wikipedia.org/wiki/Pirfenidone,Pirfenidone,Esbriet|Pirespa|Etuary
https://en.wikipedia.org/wiki/Acetylsalicylic%20acid/dipyridamole,Acetylsalicylic acid/dipyridamole,Aggrenox|Asasantin
https://en.wikipedia.org/wiki/Olaratumab,Olaratumab,Lartruvo
https://en.wikipedia.org/wiki/Bromadoline,Bromadoline,
https://en.wikipedia.org/wiki/Fusidic%20acid/betamethasone%20valerate,Fusidic acid/betamethasone valerate,Fucibet
https://en.wikipedia.org/wiki/Benralizumab,Benralizumab,Fasenra
https://en.wikipedia.org/wiki/Edaravone,Edaravone,Radicava|Radicut|Xavron
https://en.wikipedia.org/wiki/Glembatumumab%20vedotin,Glembatumumab vedotin,
https://en.wikipedia.org/wiki/Crizotinib,Crizotinib,Xalkori
https://en.wikipedia.org/wiki/Cabazitaxel,Cabazitaxel,Jevtana
https://en.wikipedia.org/wiki/Tivozanib,Tivozanib,Fotivda
https://en.wikipedia.org/wiki/Imeglimin,Imeglimin,Twymeeg
https://en.wikipedia.org/wiki/Metaflumizone,Metaflumizone,ProMeris|Alverde
https://en.wikipedia.org/wiki/Atacicept,Atacicept,
https://en.wikipedia.org/wiki/Tigilanol%20tiglate,Tigilanol tiglate,Stelfonta
https://en.wikipedia.org/wiki/Lasmiditan,Lasmiditan,Reyvow
https://en.wikipedia.org/wiki/Sipuleucel-T,Sipuleucel-T,Provenge
https://en.wikipedia.org/wiki/Tafamidis,Tafamidis,Vyndaqel|Vyndamax
https://en.wikipedia.org/wiki/Carfilzomib,Carfilzomib,Kyprolis
https://en.wikipedia.org/wiki/Zoptarelin%20doxorubicin,Zoptarelin doxorubicin,
https://en.wikipedia.org/wiki/Intravenous%20sugar%20solution,Intravenous sugar solution,
https://en.wikipedia.org/wiki/Edoxaban,Edoxaban,Savaysa|Lixiana|Roteas
https://en.wikipedia.org/wiki/Lixisenatide,Lixisenatide,Lyxumia (EU)|Adlyxin (US)
https://en.wikipedia.org/wiki/Asunercept,Asunercept,
https://en.wikipedia.org/wiki/Trastuzumab%20emtansine,Trastuzumab emtansine,Kadcyla
https://en.wikipedia.org/wiki/Telmisartan/hydrochlorothiazide,Telmisartan/hydrochlorothiazide,MicardisPlus|Micardis HCT|PritorPlus
https://en.wikipedia.org/wiki/Valsartan/hydrochlorothiazide,Valsartan/hydrochlorothiazide,Co-vasotec|Diovan HCT|Co-Diovan
https://en.wikipedia.org/wiki/Benzylpenicilloyl%20polylysine,Benzylpenicilloyl polylysine,Pre-Pen
https://en.wikipedia.org/wiki/Perfosfamide,Perfosfamide,
https://en.wikipedia.org/wiki/Tofacitinib,Tofacitinib,Xeljanz|Jaquinus|Tofacinix
https://en.wikipedia.org/wiki/Censavudine,Censavudine,
https://en.wikipedia.org/wiki/Temozolomide,Temozolomide,Temodar|Temodal|Temcad
https://en.wikipedia.org/wiki/Astressin-B,Astressin-B,
https://en.wikipedia.org/wiki/BW-A444,BW-A444,
https://en.wikipedia.org/wiki/Lopinavir/ritonavir,Lopinavir/ritonavir,Kaletra|Aluvia
https://en.wikipedia.org/wiki/Ivacaftor,Ivacaftor,Kalydeco
https://en.wikipedia.org/wiki/Benzyl%20benzoate/disulfiram,Benzyl benzoate/disulfiram,Tenutex
https://en.wikipedia.org/wiki/Cenderitide,Cenderitide,
https://en.wikipedia.org/wiki/Omecamtiv%20mecarbil,Omecamtiv mecarbil,
https://en.wikipedia.org/wiki/Lorvotuzumab%20mertansine,Lorvotuzumab mertansine,
https://en.wikipedia.org/wiki/Remimazolam,Remimazolam,Byfavo
https://en.wikipedia.org/wiki/Econazole/triamcinolone,Econazole/triamcinolone,
https://en.wikipedia.org/wiki/F15845,F15845,
https://en.wikipedia.org/wiki/NAMI-A,NAMI-A,
https://en.wikipedia.org/wiki/Hyoscyamine/hexamethylenetetramine/phenyl%20salicylate/methylene%20blue/benzoic%20acid,Hyoscyamine/hexamethylenetetramine/phenyl salicylate/methylene blue/benzoic acid,Methylphen|Prosed DS
https://en.wikipedia.org/wiki/Tropicamide/hydroxyamfetamine,Tropicamide/hydroxyamfetamine,Paremyd
https://en.wikipedia.org/wiki/Intravenous%20sodium%20bicarbonate,Intravenous sodium bicarbonate,
https://en.wikipedia.org/wiki/Chlormerodrin,Chlormerodrin,
https://en.wikipedia.org/wiki/AH-1058,AH-1058,
https://en.wikipedia.org/wiki/Dolutegravir,Dolutegravir,Tivicay|Tivicay PD
https://en.wikipedia.org/wiki/Gataparsen,Gataparsen,
https://en.wikipedia.org/wiki/Nintedanib,Nintedanib,Vargatef|Ofev
https://en.wikipedia.org/wiki/BI%20811283,BI 811283,
https://en.wikipedia.org/wiki/Urea-containing%20cream,Urea-containing cream,Decubal|Carmol 40|Keralac
https://en.wikipedia.org/wiki/Snake%20antivenom,Snake antivenom,
https://en.wikipedia.org/wiki/Cabozantinib,Cabozantinib,Cometriq|Cabometyx
https://en.wikipedia.org/wiki/Blisibimod,Blisibimod,
https://en.wikipedia.org/wiki/Selumetinib,Selumetinib,Koselugo
https://en.wikipedia.org/wiki/Brigatinib,Brigatinib,Alunbrig
https://en.wikipedia.org/wiki/Velusetrag,Velusetrag,
https://en.wikipedia.org/wiki/Fostamatinib,Fostamatinib,Tavalisse|Tavlesse
https://en.wikipedia.org/wiki/Fexinidazole,Fexinidazole,
https://en.wikipedia.org/wiki/Alseroxylon,Alseroxylon,
https://en.wikipedia.org/wiki/Interferon%20alfacon-1,Interferon alfacon-1,
https://en.wikipedia.org/wiki/Edotreotide,Edotreotide,SomaKit TOC
https://en.wikipedia.org/wiki/Ixekizumab,Ixekizumab,Taltz
https://en.wikipedia.org/wiki/Mogamulizumab,Mogamulizumab,Poteligeo
https://en.wikipedia.org/wiki/Moxetumomab%20pasudotox,Moxetumomab pasudotox,Lumoxiti
https://en.wikipedia.org/wiki/Romosozumab,Romosozumab,Evenity
https://en.wikipedia.org/wiki/Teprotumumab,Teprotumumab,Tepezza
https://en.wikipedia.org/wiki/Tralokinumab,Tralokinumab,Adtralza|Adbry
https://en.wikipedia.org/wiki/Sarilumab,Sarilumab,Kevzara
https://en.wikipedia.org/wiki/Racotumomab,Racotumomab,Vaxira
https://en.wikipedia.org/wiki/Yttrium%20%2890Y%29%20clivatuzumab%20tetraxetan,Yttrium (90Y) clivatuzumab tetraxetan,
https://en.wikipedia.org/wiki/Template%3AInfobox%20drug/testcases2,Template:Infobox drug/testcases2,
https://en.wikipedia.org/wiki/Template%3AInfobox%20drug/testcases2,Template:Infobox drug/testcases2,Teysuno|TS-1
https://en.wikipedia.org/wiki/RTS%2CS,"RTS,S",Mosquirix
https://en.wikipedia.org/wiki/Cantuzumab%20ravtansine,Cantuzumab ravtansine,
https://en.wikipedia.org/wiki/Prohibitin-targeting%20peptide%201,Prohibitin-targeting peptide 1,Adipotide
https://en.wikipedia.org/wiki/Trimethoprim/sulfadoxine,Trimethoprim/sulfadoxine,Trimidox
https://en.wikipedia.org/wiki/Tenofovir%20alafenamide,Tenofovir alafenamide,Vemlidy&lt;br /&gt;Genvoya (with [[elvitegravir|[[cobicistat and [[emtricitabine)&lt;br /&gt;Odefsey (with emtricitabine and [[rilpivirine)&lt;br /&gt;Descovy (with emtricitabine)&lt;br /&gt;Symtuza (with [[darunavir|[[cobicistat|and emtricitabine)
https://en.wikipedia.org/wiki/Semuloparin%20sodium,Semuloparin sodium,
https://en.wikipedia.org/wiki/Sofosbuvir,Sofosbuvir,Sovaldi|Soforal
https://en.wikipedia.org/wiki/Abaloparatide,Abaloparatide,Tymlos
https://en.wikipedia.org/wiki/Fedratinib,Fedratinib,Inrebic
https://en.wikipedia.org/wiki/RG7795,RG7795,
https://en.wikipedia.org/wiki/Apixaban,Apixaban,Eliquis
https://en.wikipedia.org/wiki/Tetanus%20vaccine,Tetanus vaccine,
https://en.wikipedia.org/wiki/Peginesatide,Peginesatide,Omontys
https://en.wikipedia.org/wiki/Ibrutinib,Ibrutinib,Imbruvica
https://en.wikipedia.org/wiki/Dutasteride/tamsulosin,Dutasteride/tamsulosin,Jalyn
https://en.wikipedia.org/wiki/Hydrocortisone/oxytetracycline,Hydrocortisone/oxytetracycline,Terra-Cortril
https://en.wikipedia.org/wiki/Technetium%20%2899mTc%29%20mebrofenin,Technetium (99mTc) mebrofenin,Choletec
https://en.wikipedia.org/wiki/Calfactant,Calfactant,Infasurf
https://en.wikipedia.org/wiki/Bilastine,Bilastine,Ilaxten
https://en.wikipedia.org/wiki/Floctafenine,Floctafenine,
https://en.wikipedia.org/wiki/Sacubitril/valsartan,Sacubitril/valsartan,Entresto|Azmarda|Neparvis
https://en.wikipedia.org/wiki/Brexpiprazole,Brexpiprazole,Rexulti|Rxulti
https://en.wikipedia.org/wiki/Latanoprost/timolol,Latanoprost/timolol,Xalacom
https://en.wikipedia.org/wiki/HybriCell,HybriCell,HybriCell
https://en.wikipedia.org/wiki/Budiodarone,Budiodarone,
https://en.wikipedia.org/wiki/Nivolumab,Nivolumab,Opdivo
https://en.wikipedia.org/wiki/Mavacoxib,Mavacoxib,Trocoxil
https://en.wikipedia.org/wiki/Rottlerin,Rottlerin,
https://en.wikipedia.org/wiki/Gemigliptin,Gemigliptin,
https://en.wikipedia.org/wiki/Ingenol%20mebutate,Ingenol mebutate,Picato
https://en.wikipedia.org/wiki/Istaroxime,Istaroxime,
https://en.wikipedia.org/wiki/Robenacoxib,Robenacoxib,Onsior
https://en.wikipedia.org/wiki/Sodium%20ferric%20gluconate%20complex,Sodium ferric gluconate complex,Ferrlecit
https://en.wikipedia.org/wiki/Iron%20sucrose,Iron sucrose,Venofer
https://en.wikipedia.org/wiki/Seirogan,Seirogan,Seirogan
https://en.wikipedia.org/wiki/Ticarcillin/clavulanic%20acid,Ticarcillin/clavulanic acid,Timentin
https://en.wikipedia.org/wiki/Naldemedine,Naldemedine,Symproic|Rizmoic
https://en.wikipedia.org/wiki/Alirocumab,Alirocumab,Praluent
https://en.wikipedia.org/wiki/Demcizumab,Demcizumab,
https://en.wikipedia.org/wiki/Magnesium%20%28medical%20use%29,Magnesium (medical use),
https://en.wikipedia.org/wiki/EGIS-7625,EGIS-7625,
https://en.wikipedia.org/wiki/Daclatasvir,Daclatasvir,Daklinza
https://en.wikipedia.org/wiki/Baricitinib,Baricitinib,Olumiant
https://en.wikipedia.org/wiki/Clofexamide,Clofexamide,
https://en.wikipedia.org/wiki/Masitinib,Masitinib,Masivet|Kinavet
https://en.wikipedia.org/wiki/Recombinant%20factor%20VIIa,Recombinant factor VIIa,NovoSeven|AryoSeven|Sevenfact
https://en.wikipedia.org/wiki/Caplacizumab,Caplacizumab,Cablivi
https://en.wikipedia.org/wiki/Inclacumab,Inclacumab,
https://en.wikipedia.org/wiki/Patritumab,Patritumab,
https://en.wikipedia.org/wiki/Quilizumab,Quilizumab,
https://en.wikipedia.org/wiki/Solitomab,Solitomab,
https://en.wikipedia.org/wiki/Guacetisal,Guacetisal,Broncaspin; Balsacetil; Guaiaspir; Prontomucil
https://en.wikipedia.org/wiki/Dipyrocetyl,Dipyrocetyl,Movirene; Artromialgina
https://en.wikipedia.org/wiki/Bucetin,Bucetin,
https://en.wikipedia.org/wiki/Rimazolium,Rimazolium,
https://en.wikipedia.org/wiki/Glafenine,Glafenine,
https://en.wikipedia.org/wiki/Morphine%20methylbromide,Morphine methylbromide,
https://en.wikipedia.org/wiki/JD5037,JD5037,
https://en.wikipedia.org/wiki/Indacrinone,Indacrinone,
https://en.wikipedia.org/wiki/Macitentan,Macitentan,Opsumit
https://en.wikipedia.org/wiki/Pegdinetanib,Pegdinetanib,Angiocept
https://en.wikipedia.org/wiki/Elobixibat,Elobixibat,
https://en.wikipedia.org/wiki/Trifluridine/tipiracil,Trifluridine/tipiracil,Lonsurf
https://en.wikipedia.org/wiki/Apremilast,Apremilast,Otezla|Aplex
https://en.wikipedia.org/wiki/Esterified%20estrogens,Esterified estrogens,Estratab|Menest
https://en.wikipedia.org/wiki/Ibuprofen/paracetamol,Ibuprofen/paracetamol,Combiflam|Advil Dual Action|Ibupane
https://en.wikipedia.org/wiki/Empagliflozin,Empagliflozin,Jardiance|Sciampa.M
https://en.wikipedia.org/wiki/Cetacaine,Cetacaine,
https://en.wikipedia.org/wiki/Caramiphen,Caramiphen,Carafen
https://en.wikipedia.org/wiki/Mirabegron,Mirabegron,Myrbetriq|Betanis|Betmiga
https://en.wikipedia.org/wiki/Rapastinel,Rapastinel,
https://en.wikipedia.org/wiki/Ameltolide,Ameltolide,
https://en.wikipedia.org/wiki/Aderbasib,Aderbasib,
https://en.wikipedia.org/wiki/Hydrocortisone/miconazole,Hydrocortisone/miconazole,Daktacort|Daktodor|Cortimyc|Brentacort
https://en.wikipedia.org/wiki/Voclosporin,Voclosporin,Lupkynis
https://en.wikipedia.org/wiki/Crofelemer,Crofelemer,Mytesi|Fulyzaq
https://en.wikipedia.org/wiki/Drisapersen,Drisapersen,Kyndrisa (proposed)
https://en.wikipedia.org/wiki/Anthrax%20vaccine%20adsorbed,Anthrax vaccine adsorbed,Biothrax
https://en.wikipedia.org/wiki/Fluorodopa,Fluorodopa,Fluorodopa F18
https://en.wikipedia.org/wiki/Eteplirsen,Eteplirsen,Exondys 51
https://en.wikipedia.org/wiki/Simeprevir,Simeprevir,Olysio|Sovriad|Galexos
https://en.wikipedia.org/wiki/Serelaxin,Serelaxin,Reasanz
