Mesh ID,Generic name,Common name,Synonyms
D065694,Phenytoin,Phenytoin,"Phenytoin Sodium|Dilantin|5,5-Diphenylhydantoin|Phenytoin|Epamin|Diphenylhydantoinate, Sodium|Antisacer|5,5-diphenylimidazolidine-2,4-dione|Epanutin|Fenitoin|Diphenylhydantoin|Dihydan|Difenin|Sodium Diphenylhydantoinate|Phenhydan|Hydantol"
D010693,Phloretin,Phloretin,Phloretin
D007202,Phloroglucinol,Phloroglucinol,"Spassirex|1,3,5-Benzenetriol|Phloroglucinol|Benzene-1,3,5-triol|Spasfon-Lyoc"
D007306,Phosmet,Phosmet,"Phthalophos|N-(Mercaptomethyl)phthalimide S-(O,O-dimethyl phosphorothionate)|Phosmet|Imidan|Prolate"
D010728,Phosphoenolpyruvate,Phosphoenolpyruvate,Phosphoenolpyruvate
D010768,Phosphoserine,Phosphoserine,"Phosphoserine|Phosphorylserine|Phosphate, Seryl|Phosphate, Serine|Seryl Phosphate|Serine Phosphate"
D000935,Natamycin,Natamycin,Tennecetin|Myprozine|Natamycin|Pimaricin|Pimafucin
D018726,Pimozide,Pimozide,Antalon|R6238|Orap forte|Pimozide|Orap|R-6238
D014665,Pindolol,Pindolol,LB-46|Pindolol|LB 46|LB46|Prindolol|Visken
D000900,Piperacillin,Piperacillin,"AB Piperacillin|Pipera-Hameln|Piperacillin-Ratiopharm|T1220|Piperacillin Ratiopharm|Monosodium Salt, Piperacillin|AB-Piperacillin|Pipera Hameln|Salt, Piperacillin Monosodium|Piperacillin Sodium|Pipril|Curasan, Piperacillin|Pipracil|Piperacillin|T 1220|Cl 227193|Sodium, Piperacillin|Cl227193|Pipercillin|Piperacillin Hexal|Piperacillin Fresenius|Piperacillin Monosodium Salt|Cl-227193|Piperacillin Curasan|T-1220|Pipcil"
D018906,Pipobroman,Pipobroman,Pipobroman|Vercyte
D018697,Piracetam,Piracetam,Ciclofalina|UCB6215|Memo-Puren|2-Pyrrolidone-N-Acetamide|Nootropyl|Cerepar N|Pyramem|Memo Puren|Dinagen|Sinapsan|Pirazetam|Pyracetam|Cuxabrain|Gabacet|Piracetam|Normabraïn|Nootropil|Nootrop|UCB 6215|Cerebroforte|Avigilen|Piracebral|Piracetrop|Geram|Axonyl|UCB-6215|Piracetam-RPh|Piracetam AbZ|Piracetam RPh
D018727,Pirenzepine,Pirenzepine,"Pyrenzepine|L-S 519|LS-519|Ulgescum|Dihydrochloride, Pirenzepine|Ulcoprotect|Pirenzepin|Pirenzepin Ratiopharm|LS519|LS 519|Piren Basan|Pirenzepin Von Ct|Gastrozepin|Von Ct, Pirenzepin|Pirenzepine|Pirenzepine Dihydrochloride|Gastrotsepin|Piren-Basan|Pirenzepin-Ratiopharm"
D018491,Piribedil,Piribedil,"Piribedil Mesylate|Piribedil Mono hydrochloride|ET-495|Piribedil Hydrochloride|Piribendyl|Hydrochloride, Piribedil|Mono-hydrochloride, Piribedil|Piribedil|ET 495|Mesylate, Piribedil|Piribedil Mono-hydrochloride|EU 4200|ET495|EU-4200|EU4200|Trivastal"
D016861,Piroxicam,Piroxicam,CP-16171|Piroxicam|CP 16171|CP16171|Feldene
D000900,Pivampicillin,Pivampicillin,"Pivampicillin Hydrochloride|Pivampicillin|Pivampicillin Monohydrochloride|Monohydrochloride, Pivampicillin|Hydrochloride, Pivampicillin|Pondocillin|Ester, Ampicillin Pivaloyl|Ampicillin Pivaloyl Ester|Pivamiser|Berocillin"
D018712,Pizotyline,Pizotyline,BC 105|Pizotifen|BC105|Polomigran|Pizotyline|Sandomigran|BC-105
D007641,Podophyllin,Podophyllin,"Podophyllin|Podophyllum Resin|Resin, Podophyllum"
D050257,Podophyllotoxin,Podophyllotoxin,"Podophyllotoxin|CPH86|Podophyllotoxin, (5R-(5 alpha,5a alpha,8a beta,9 alpha))-Isomer|Podofilox|Podophyllotoxin, (5R-(5 alpha,5a alpha,8a alpha,9 beta))-Isomer|Condyline|Podophyllotoxin, (5R-(5 alpha,5a alpha,8a alpha,9 alpha))-Isomer|Epipodophyllotoxin|Condylox|Podophyllotoxin, (5R-(5 alpha,5a beta,8a alpha,9 beta))-Isomer|Warticon|Podofilm|Podocon-25|Wartec"
D000900,Polymyxin B,Polymyxin B,Polymyxin B Sulfate|Polymyxin B|Aerosporin
D049993,Polythiazide,Polythiazide,Renese|Polythiazide
D000903,Porfiromycin,Porfiromycin,Methylmitomycin C|Porfiromycin
D011162,Porphobilinogen,Porphobilinogen,Porphobilinogen
D058671,Practolol,Practolol,"Dalzic|Eralzdin Practolol|ICI50172|Practolol|Practolol, Eralzdin|ICI-50172|ICI 50172"
D000889,Prajmaline,Prajmaline,"Prajmaline Bitartrate|Prajmalium|Bitartrate, Prajmaline|Prajmaline|Bitartrate, Prajmalium|Prajmalium Bitartrate|N-Propylajmaline|Neo-Gilurytmal|NeoGilurytmal|Neo Gilurytmal"
D018757,Prazepam,Prazepam,Prazepam|Lysanxia|Reapam|Demetrin|Centrax|Mono Demetrin
D000871,Praziquantel,Praziquantel,"Pyquiton|Droncit|Cesol|Traziquantel|Cysticide|Prasiquantel|Praziquantel, (S)-Isomer|Praziquantel, (+-)-Isomer|Cisticid|Praziquantel|Biltricide|EMBAY 8440|Drontsit|Praziquantel, (R)-Isomer"
D058668,Prazosin,Prazosin,"Furazosin|Prazosin Hydrochloride|Prazosin|HCL, Prazosin|Prazosin HCL|Hydrochloride, Prazosin|Minipress|Pratsiol"
D018906,Prednimustine,Prednimustine,Leo1031|Leo 1031|NSC-134087|NSC 134087|Stereocyt|Stéréocyt|Leo-1031|Sterecyt|Prednimustine|NSC134087
D018931,Prednisolone,Prednisolone,Di-Adreson-F|Predonine|DiAdresonF|Prednisolone|Predate|Di Adreson F
D018931,Prednisone,Prednisone,"Prednidib|Pronisone|Winpred|Panafcort|Apo-Prednisone|Meticorten|Deltasone|Prednisone|Dacortin|Cortan|Decortisyl|Predniment|Cortancyl|Liquid Pred|Panasol|delta-Cortisone|Enkortolon|Acsis, Prednison|Ultracorten|Rectodelt|Predni Tablinen|Prednison Galen|Cutason|Dehydrocortisone|Orasone|Encorton|Prednison Acsis|Sterapred|Kortancyl|Decortin|Sone|Prednison Hexal|Encortone"
D000777,Pregnanolone,Pregnanolone,"3beta-Hydroxy-5alpha-pregnan-20-one|Epipregnanolone|Pregnanolone, (3alpha,5beta)-isomer|3 alpha Hydroxy 5 alpha pregnan 20 one|Allopregnanolone|Allopregnan 3 beta ol 20 one|Pregnanolone, (3beta, 5alpha)-isomer|Pregnanolone, (3alpha,5alpha)-isomer|Pregnanolone|Pregnanolone, (3alpha, 5beta, 17-alpha)-isomer|3 alpha Hydroxy 5 beta pregnan 20 one|3 alpha, 5 beta-Tetrahydroprogesterone|3beta Hydroxy 5alpha pregnan 20 one|Pregnan-3alpha-ol-20-one|Allopregnan-3 beta-ol-20-one|Pregnanolone, (3beta)-isomer|3 alpha-Hydroxy-5 alpha-pregnan-20-one|beta-ol-20-one, Allopregnan-3|Pregnanolone, (3beta, 5alpha, 17alpha)-isomer|Pregnanolone, (3beta, 5beta, 17alpha)-isomer|alpha-Hydroxy-5 beta-pregnan-20-one, 3|3-Hydroxypregnan-20-one|Pregnanolone, (3beta, 5beta,14beta)-isomer|3 alpha-Hydroxy-5 beta-pregnan-20-one|Pregnan 3alpha ol 20 one|Pregnanolone, (5alpha)-isomer|alpha-pregnan-20-one, 3 alpha-Hydroxy-5|Pregnanolone, (3beta, 5alpha, 8alpha, 17beta)-isomer|3 alpha, 5 beta Tetrahydroprogesterone|alpha-Hydroxy-5 alpha-pregnan-20-one, 3|Pregnanolone, (3alpha)-isomer|3 Hydroxypregnan 20 one|Sepranolone|Pregnanolone, (3beta, 5beta)-isomer|Eltanolone|beta-pregnan-20-one, 3 alpha-Hydroxy-5"
D011284,Pregnenolone,Pregnenolone,5-Pregnen-3-beta-ol-20-one|Pregnenolone|5 Pregnen 3 beta ol 20 one
D058665,Prenalterol,Prenalterol,"Prenalterol Hydrochloride|A-Ba-C-50,005|H13322|H-80-62|KWD-2033|Prenalterol|H-133-22|H8062|KWD2033|Hydrochloride, Prenalterol|A Ba C 50,005|ABaC50,005"
D000894,Feprazone,Feprazone,DA-2370|Phenylprenazone|Prenazone|Brotazona|Zepelin|DA2370|DA 2370|Fenilprenazone|Feprazone
D018663,Prenylamine,Prenylamine,Prenylamine|Segontin|Difril|Corontin
D000779,Prilocaine,Prilocaine,Prilocaine|Xylonest|Citanest|Citanest Octapressin|Propitocaine|Prilocaine Hydrochloride
D000962,Primaquine,Primaquine,"Primaquine Phosphate|Primacin|Primaquine Diphosphate|Primaquine|Phosphate, Primaquine|Diphosphate, Primaquine"
D018757,Primidone,Primidone,Primidone|Apo-Primidone|Mylepsinum|Primaclone|Resimatil|Apo Primidone|Mizodin|Misodine|Sertan|Primidon Holsten|Mysoline|Desoxyphenobarbital|Liskantin
D014528,Probenecid,Probenecid,Benuryl|Probecid|Benecid|Pro-Cid|Benemid|Probenecid Weimer|Probenecid
D000975,Probucol,Probucol,DH581|Probucol|DH-581|Biphenabid|Superlipid|Lurselle|Panavir|Lorelco|DH 581
D061567,Procainamide,Procainamide,"Novocamid|Amide, Procaine|Procanbid|Apo-Procainamide|Hydrochloride, Procainamide|Biocoryl|Procan SR|Rhythmin|Procamide|Procainamide Hydrochloride|Novocainamide|Procainamide|Procan|Procaine Amide|Pronestyl"
D000970,Procarbazine,Procarbazine,"Procarbazine Hydrochloride|Hydrochloride, Procarbazine|Matulane|Procarbazine Monohydrochloride|Natulan|Monohydrochloride, Procarbazine|Procarbazine|Monohydrobromide, Procarbazine|Procarbazine Monohydrobromide"
D000960,Fenofibrate,Fenofibrate,"Fenobeta|Micronized Procetofen, Antara|Nu Fenofibrate|Stada, Fenofibrat|durafenat|Lipanthyl|Fenofibrate|Fénofibrate MSD|MTW-Fenofibrat|Antara Micronized Procetofen|Novo Fenofibrate|Heumann, Fenofibrat|Fenofibrat AZU|Procetofen, Antara Micronized|Lipantil|PMS-Fenofibrate Micro|AZU, Fenofibrat|Fenofibrat Heumann|fenofibrat von ct|Fenofibrat FPh|Procetofene|Normalip|LF-178|Controlip|Fenofibrat Hexal|Fenofibrat-ratiopharm|Fenofibrat Stada|MTW Fenofibrat|Fenofibrat ratiopharm|Novo-Fenofibrate|Gen Fenofibrate|Fénofibrate Debat|Nu-Fenofibrate|Debat, Fénofibrate|LF 178|Lofibra|Apo Feno Micro|Apo-Fenofibrate|Livesan|Secalip|Fenofibrat AL|PMS Fenofibrate Micro|Gen-Fenofibrate|Fenofibrat AbZ|Phenofibrate|Procetofen|Lipidil-Ter|Lipidil Ter|Liparison|Hexal, Fenofibrat|Fenofanton|Apo Fenofibrate|LF178|Supralip|Lipidil|Apo-Feno-Micro|CiL|Tricor"
D018492,Prochlorperazine,Prochlorperazine,"Edisylate Salt, Prochlorperazine|Prochlorperazine Edisylate Salt|Compazine|Prochlorperazine Edisylate|Salt, Prochlorperazine Edisylate|Edisylate, Prochlorperazine|Prochlorperazine Maleate|Prochlorperazine|Maleate, Prochlorperazine"
D018727,Procyclidine,Procyclidine,"Procyclid|Kemadrin|Procyclidine Hydrochloride|Tricyclamol|Procyclidine|Hydrochloride, Procyclidine|Osnervan|Arpicolin|Kemadren|Mucinil"
D000897,Proglumide,Proglumide,Xilamide|Proglumide|Xylamide|Milid
D018492,Promazine,Promazine,"Sparine|Promazine Hydrochloride|Sinophenin|Hydrochloride, Promazine|Protactyl|Promazine"
D011397,Promegestone,Promegestone,"RU-5020|R5020|Promegestone|RU 5020|RU5020|17,21-Dimethyl-19-nor-4,9-pregnadiene-3,20-dione|R-5020|Promestone|Surgestone|R 5020"
D018926,Promethazine,Promethazine,"Promet|Diprazin|Diphergan|Promethazine|Atosil|Pipolphen|Hydrochloride, Promethazine|Pyrethia|Prometazin|Rumergan|Isopromethazine|Prothazin|Phenergan|Phensedyl|Promethazine Hydrochloride|Pipolfen|Phenargan|Proazamine|Remsed"
D061567,Propafenone,Propafenone,"Propafenone, (+-)-Isomer|Nistaken|Jutanorm|SA79|Pintoform|Propafenone, (S)-Isomer|Baxarytmon|Rytmonorm|Cuxafenon|Propafenone, (R)-Isomer|Apo-Propafenone|Propafenone Hydrochloride, (R)-Isomer|Propafenone Hydrochloride, (S)-Isomer|Fenoprain|Propamerck|Propafenon Minden|SA-79|Rytmogenat|SA 79|Rytmo-Puren|Prolecofen|Propafenone|Propafenone Hydrochloride|Hydrochloride, Propafenone|Rythmol|Norfenon|Propafenon AL|Arythmol|Propafenon Hexal"
D018686,Propanidid,Propanidid,Propanidid|Sombrevin|Panitol|Epontol
D018727,Propantheline,Propantheline,"Probanthine|Propantheline|Bromide, Propantheline|Propantheline Bromide|Pro-Banthine|Pro Banthine"
D007364,Propidium,Propidium,"Propidium Iodide|Propidium Diiodide|Diiodide, Propidium|Propidium|Iodide, Propidium"
D000779,Propoxycaine,Propoxycaine,"Propoxycaine Hydrochloride|Propoxycaine|Hydrochloride, Propoxycaine|Propoxyprocaine"
D009294,Dextropropoxyphene,Dextropropoxyphene,"Propoxyphene Sulfate, (S-(R*,S*))-Isomer|Propoxyphene Hydrochloride, (S-(R*,R*))-Isomer|Darvon|Propoxyphene Phosphate, (S-(R*,S*))-Isomer|Propoxyphene|Propoxyphene Maleate, (+)-Isomer|Propoxyphene Hydrochloride, (R-(R*,S*))-Isomer|Propoxyphene Hydrochloride|Propoxyphene Hydrochloride, (R-(R*,R*))-Isomer|D Propoxyphene|Hydrochloride, Propoxyphene|D-Propoxyphene|Dextropropoxyphene|Propoxyphene Hydrochloride, (R*,R*)-(+-)-Isomer"
D014665,Propranolol,Propranolol,"Rexigen|Dexpropranolol|Anapriline|Propanolol|Betadren|Anaprilin|Propranolol Hydrochloride|Inderal|Propranolol|Hydrochloride, Propranolol|Obsidan|AY 20694|Avlocardyl|Obzidan|AY20694|AY-20694|Dociton"
D003287,Propyliodone,Propyliodone,Gastrotrast|Dionosil|Propiodone|Propyliodone
D013956,Propylthiouracil,Propylthiouracil,6-Propyl-2-Thiouracil|Propylthiouracil|6 Propyl 2 Thiouracil
D004791,Proscillaridin,Proscillaridin,"Sandoscill|Proscillaridine|Scillase|Proscillaridin|Desglucotransvaaline|Caradrin|Digitalysat|Proscillaridin A|Rhamnoside, Scillarenin|Talusin|Scillarenin Rhamnoside"
D010975,Epoprostenol,Epoprostenol,"Epoprostanol|Prostaglandin I(2)|Epoprostenol Sodium|Flolan|Epoprostenol|Epoprostenol Sodium Salt, (5Z,9alpha,11alpha,13E,15S)-Isomer|Prostacyclin|Veletri|Prostaglandin I2"
D000995,Prothionamide,Prothionamide,Prothionamide|Ektebin|Protionamide|Peteha
D018759,Protriptyline,Protriptyline,"Protriptyline Hydrochloride|Vivactil|Protriptyline|Hydrochloride, Protriptyline"
D006213,Psilocybin,Psilocybin,"Psilocybin|1H-Indol-4-ol, 3-(2-(Dimethylamino)ethyl)-, Dihydrogen Phosphate (ester)|Psilocibin|Psilocybine"
D002400,Psyllium,Psyllium,"Reguval|Isogel|Plantaginis, Semen|Plantago Seed|Psyllium|Semen Plantaginis|Plantaglucide|Ispaghula|Ispaghule Gum|Seed, Plantago|Gum, Ispaghule|Metamucil"
D014344,Puromycin,Puromycin,Puromycin Hydrochloride|P 638|Puromycin|Stylomycin|Puromycin Dihydrochloride|CL13900|CL 13900|P638|CL-13900|P-638
D009467,Pyrantel,Pyrantel,Pyrantel
D000995,Pyrazinamide,Pyrazinamide,Tisamid|Pyrazinamide
D014803,Pyridoxal,Pyridoxal,Pyridoxal
D014803,Pyridoxamine,Pyridoxamine,Pyridoxamine
D014803,Pyridoxine,Pyridoxine,Pyridoxol Hydrochloride|Pyridoxine Hydrochloride|Pyridoxin|Rodex|Pyridoxine|Pyridoxol
D000068776,Pyrilamine,Pyrilamine,"Anthisan|Maleate, Mepyramine|Mepyramine|Maleate, Pyrilamine|&|Kriptin|Pyrilamine Maleate|Pyranisamine| Sting Relief|Boots Bite |Pyrilamine|Mepyramine Maleate"
D005493,Pyrimethamine,Pyrimethamine,Chloridin|Pyrimethamine|Malocide|Daraprim|Tindurine
D000935,Pyrrolnitrin,Pyrrolnitrin,Pyrrolnitrin
D011765,Pyruvaldehyde,Pyruvaldehyde,"Methylglyoxal|Pyruvaldehyde|Pyruvic Aldehyde|Aldehyde, Pyruvic|Oxopropanal|Acetylformaldehyde"
D000975,Quercetin,Quercetin,"Dikvertin|Quercetin|3,3',4',5,7-Pentahydroxyflavone"
D004791,Quinacrine,Quinacrine,"Quinacrine Monohydrochloride|Quinacrine Monomesylate|Atabrine|Quinacrine Dihyrochloride, (S)-Isomer|Monohydrochloride, Quinacrine|Quinacrine Hydrochloride|Quinacrine, (S)-Isomer|Quinacrine|Mepacrine|Hydrochloride, Quinacrine|Quinacrine Dihyrochloride, (R)-Isomer|Quinacrine, (+-)-Isomer|Quinacrine Dihydrochloride, Dihydrate|Quinacrine, (R)-Isomer|Atebrin|Quinacrine Monoacetate|Acrichine|Quinacrine Dimesylate|Monoacetate, Quinacrine|Monomesylate, Quinacrine|Quinacrine Dihydrochloride|Dihydrochloride, Quinacrine|Dimesylate, Quinacrine"
D004967,Quinestrol,Quinestrol,Quinestrol|Ethinyl Estradiol 3-Cyclopentyl Ether|Estrovis|Ethinyl Estradiol 3 Cyclopentyl Ether
D065690,Quinidine,Quinidine,"Quincardine|Quinora|Adaquin|Apo Quinidine|Sulfate, Quinidine|Chinidin|Quinidex|Apo-Quinidine|Quinidine Sulfate|Quinidine"
D018712,Quinine,Quinine,"Quinoctal|Quinsul|Quinbisan|Quindan|Quinine Sulphate|Quinine Lafran|Quinimax|Legatrim|Sulfate, Quinine|Myoquin|Bisulfate, Quinine|Quinamm|Sulphate, Quinine|Quinine Bisulfate|Surquina|Quinine-Odan|Quinine Sulfate|Hydrochloride, Quinine|Quinson|Quinine Hydrochloride|Quinbisul|Biquinate|Quinine|Strema"
D011887,Raffinose,Raffinose,Melitriose|Melitose|Raffinose|Gossypose
D006635,Ranitidine,Ranitidine,"Biotidin|Hydrochloride, Ranitidine|AH19065|Ranitidin|N (2-(((5-((Dimethylamino)methyl)-2-furanyl)methyl)thio)ethyl)-N'-methyl-2-nitro-1,1-ethenediamine|Ranitidine Hydrochloride|Zantac|Zantic|AH-19065|AH 19065|Ranisen|Ranitidine|Sostril"
D006490,Batroxobin,Batroxobin,Reptilase-DEF|Batroxobin|Hemocoagulase|Reptilase DEF|Reptilase|Defibrase|Defibrol
D018759,Reserpine,Reserpine,Serpasil|Rausedyl|Serpivite|Rausedil|Raupasil|Raunervil|V Serp|Reserpine|V-Serp
D000998,Ribavirin,Ribavirin,Ribamidil|Virazide|Ribamidyl|Tribavirin|Viramide|Rebetol|Virazole|Vilona|Ribasphere|ICN1229|Ribamide|Ribovirin|ICN 1229|Ribavirin|ICN-1229
D000900,Ribostamycin,Ribostamycin,Ribostamycin|SF733|SF-733|SF 733
D065701,Rifampin,Rifampin,Rifadin|Rimactane|Rimactan|Rifampicin|Tubocin|Rifampin|Benemycin
D019384,Rimantadine,Rimantadine,"Flumadine|Roflual|Hydrochloride, Rimantadine|Riamantadine|Rimantadine Hydrochloride|Remantadine|Rimantadine"
D058666,Ritodrine,Ritodrine,"Ritodrine|DU-21220|DU21220|Ritodrine Hydrochloride|PrePar|Hydrochloride, Ritodrine|Yutopar|Pre Par|DU 21220|Pre-Par"
D003049,Robenidine,Robenidine,"Hydrochloride, Robenidine|Robenidine|Robenidine Hydrochloride|Cytostat|Robenz|Robenzidine|Robenzidene"
D000900,Rolitetracycline,Rolitetracycline,"Mononitrate, Rolitetracycline|Reverin|Revrin|Hydrochloride, Rolitetracycline|Rolitetracycline Mononitrate, Sesquihydrate|Mononitrate, Sesquihydrate Rolitetracycline|Sesquihydrate Rolitetracycline Mononitrate|Tetraverin|Rolitetracycline Monohydrochloride|Monohydrochloride, Rolitetracycline|Pyrrolidinomethyltetracycline|Nitrate, Rolitetracycline|Rolitetracycline Hydrochloride|Rolitetracycline Mononitrate|Rolitetracycline Nitrate|Rolitetracycline"
D018501,Sulfasalazine,Sulfasalazine,Salicylazosulfapyridine|Sulfasalazin-Heyl|Colo Pleon|Azulfidine|Azulfadine|Sulfasalazine FNA|Sulfasalazine|Ucine|Asulfidine|ratio Sulfasalazine|Sulphasalazine|Sulfasalazin medac|Salazopyrin|ratio-Sulfasalazine|Pyralin EN|Salazosulfapyridine|Azulfidine EN|Pleon|Ulcol|Colo-Pleon|Sulfasalazin Heyl
D047228,Saralasin,Saralasin,"Saralasin Acetate|Anhydrous Saralasin Acetate|1-Sar-8-Ala Angiotensin II|Angiotensin II, 1-Sar-8-Ala|(Sar(1),Ala(8))ANGII|Hydrated Saralasin Acetate|Angiotensin II, 1-Sarcosine-8-Alanine|Angiotensin II, Sar(1)-Ala(8)-|Sar-Arg-Val-Tyr-Val-His-Pro-Ala|Angiotensin II, Sarcosyl(1)-Alanine(8)-|Saralasin Acetate, Hydrated|1 Sarcosine 8 Alanine Angiotensin II|Saralasin|1 Sar 8 Ala Angiotensin II|1-Sarcosine-8-Alanine Angiotensin II|(Sar1,Val5,Ala8)Angiotensin II|Saralasin Acetate, Anhydrous"
D000972,Sizofiran,Sizofiran,Sonifilan|Schizophyllan|Sizofiran|Sizofilan
D018757,Secobarbital,Secobarbital,"Seconal|Secobarbital Sodium|Sodium, Secobarbital|Secobarbital|Meballymal|Seconal Sodium|Quinalbarbitone|Sebar"
D018696,Selegiline,Selegiline,"E-250|Deprenyl|Selegiline Hydrochloride, (R,S)-Isomer|Selegiline, (R,S)-Isomer|Selegiline|Zelapar|Selegiline, (S)-Isomer|Deprenil|Selegiline Hydrochloride, (S)-Isomer|Selegyline|Yumex|E250|Jumex|Humex|Emsam|Eldepryl|E 250|L-Deprenyl|Selegiline Hydrochloride, (R)-Isomer|Deprenalin|Selegiline Hydrochloride|Selegiline, (R)-Isomer"
D018906,Semustine,Semustine,Methyl-CCNU|NSC 95441|NSC-95441|Semustine|MeCCNU|Me CCNU|Me-CCNU|NSC95441|Methyl CCNU
D017366,Serotonin,Serotonin,Serotonin|5-HT|Hydroxytryptamine|5-Hydroxytryptamine|Hippophaine|5 Hydroxytryptamine|Enteramine|3-(2-Aminoethyl)-1H-indol-5-ol
D007306,Carbaryl,Carbaryl,"DogNet Insecticide Poudre|GWizz|Dog Net Insecticide Poudre|G Wizz|Carbaryl|insecticide Moureau, Poudre|Fido's FreeItch|VO 18, Concentrat|Lyddy, Joseph|Concentrat VO 18|Océcoxil|insecticide Vetoquinol, Poudre|Fido's Free Itch|Tigal|Antigale|Carylderm|Carbaril|Fido's Free-Itch|Dog-Net Insecticide Poudre|Carbaryl, Manganese (2+) Salt|Poudre insecticide Moureau|Skatta Tick Flea Louse Powder|Sépou|Carbaryl, Nickel (2+) Salt|G-Wizz|Poudre insecticide Vetoquinol|Carbyl|Vetoquinol, Poudre insecticide|Poutic|1-Naphthyl-N-methylcarbamate|Joseph Lyddy|Moureau, Poudre insecticide|Sevin"
D011500,Sisomicin,Sisomicin,"Sisomicin Sulfate (2:5) Salt|Sch13475|Extramycin|Sch 13475|4,5-Dehydrogentamicin|Siseptin|Sizomycin|Antibiotic 6640|Pathomycin|Sissomicin|Sisomicin Sulfate|Rickamicin|Sisomicin|4,5 Dehydrogentamicin|Sch-13475|Sisomycin"
D006728,Somatostatin,Somatostatin,"Somatotropin Release-Inhibiting Factor|Somatostatin-14|Somatostatin|Somatotropin Release-Inhibiting Hormone|Stilamin|Cyclic Somatostatin|Somatofalk|Somatostatin 14|Somatotropin Release Inhibiting Factor|SRIH-14|Somatotropin Release Inhibiting Hormone|Somatostatin, Cyclic"
D013565,Sotalol,Sotalol,Sotalol|Sotalol Hydrochloride|MJ-1999|Sotalol Monohydrochloride|Darob|MJ1999|MJ 1999
D011500,Sparsomycin,Sparsomycin,Sparsomycin
D000728,Dihydrotestosterone,Dihydrotestosterone,"5 beta-Dihydrotestosterone|5 alpha-Dihydrotestosterone|5-alpha-DHT|Andractim|17 beta-Hydroxy-5 beta-Androstan-3-One|5 beta Dihydrotestosterone|5 alpha DHT|Dihydroepitestosterone|17 beta Hydroxy 5 beta Androstan 3 One|Gelovit|Anaprotin|Dihydrotestosterone, 5-alpha|Stanolone|Dihydrotestosterone|5-alpha Dihydrotestosterone|17beta Hydroxy 5alpha Androstan 3 One|17beta-Hydroxy-5alpha-Androstan-3-One|Androstanolone|beta-Hydroxy-5 beta-Androstan-3-One, 17|5 alpha Dihydrotestosterone"
D045930,Stanozolol,Stanozolol,Androstanazol|Stanazolol|Stromba|Winstrol|Methylstanazol|Stanozolol
D005343,Streptokinase,Streptokinase,Avelizin|Awelysin|Streptase|Streptokinase|Kabivitrum|Distreptase|Celiase|Streptodecase|Kabikinase
D011500,Streptomycin,Streptomycin,Streptomycin|Strepto-Hefa|Streptomycine Panpharma|Estreptomicina Normon|Strepto Hefa|Streptomycin Sulfate|Streptomycin Sulfate (2:3) Salt|Streptomycin Sulphate|Strepto Fatol|Streptomycin Grünenthal|Estreptomicina Clariana|Strepto-Fatol|Estreptomicina CEPA
D000903,Streptozocin,Streptozocin,Streptozocin|Streptozotocin|2-Deoxy-2-((methylnitrosoamino)carbonyl)amino-D-glucose|Streptozotocine|Zanosar
D018684,Strychnine,Strychnine,"Nitrate, Strychnine|Strychnine Nitrate|Strychnine"
D009467,Succinylcholine,Succinylcholine,"Celocurine|Dicholine Succinate|Myorelaxin|Succinate, Dicholine|Anectine|Succinylcholine Dibromide|Diperchlorate, Succinylcholine|Succinylcholine Iodide|Succinylcholine|Diiodide, Succinylcholine|Succinylcholine Dichloride|Succinylcholine Diperchlorate|Suxamethonium Bromide|Listenon|Ditilin|Quelicin|Lysthenon|Dibromide, Succinylcholine|Succicuran|Succinylcholine Dichloride, Di H2O|Dichloride, Succinylcholine|Bromide, Suxamethonium|Succinylcholine Diiodide|Succinylcholine Chloride|Suxamethonium|Suxamethonium Chloride|Succinylcholine Dichloride, Di-H2O|Succinyldicholine"
D000897,Sucralfate,Sucralfate,"Basic Aluminum Sucrose Sulfate|Ulcogant|Antepsin|Ulsanic|Aluminum Sucrose Sulfate|Carafate|Sucralfate|Sulfate, Aluminum Sucrose|Ulcerban"
D065093,Sulbactam,Sulbactam,"Combactam|CP-45899|Sulfone, Penicillanic Acid|CP45899|Sodium, Sulbactam|Sulbactam|CP 45899|Bétamaze|Penicillanic Acid Sulfone|Sulbactam Sodium"
D000900,Sulbenicillin,Sulbenicillin,"alpha-Sulfobenzylpenicillin, Disodium|Sulbenicillin|I.M., Kedacillin|Sulfobenzylpenicillin|Disodium alpha-Sulfobenzylpenicillin|Disodium alpha Sulfobenzylpenicillin|Kedacillin I.M."
D000900,Sulfacetamide,Sulfacetamide,"Sulfacetamide|Ceta Sulfa|Sulfacetamide, Monosodium Salt, Anhydrous|Albucid|Sulamyd, Sodium|Sulfacetamide Monosodium Salt|AK Sulf|AK-Sulf|Sodium Sulamyd|Sulfacyl|Acetopt|Sulfacetam, Coliriocilina|Coliriocilina Sulfacetam|Colircusi Sulfacetamida|Belph-10|Sulfacil|Antébor|Bleph|Sulfair|Sulphacetamide|Cetamide|Sulf-10|Acetylsulfanilamide|Sulfacetamida, Colircusi|Sulfacetamide Sodium|Sulf 10|Isopto Cetamide|Belph 10"
D000892,Sulfachlorpyridazine,Sulfachlorpyridazine,"Monosodium Salt Sulfachlorpyridazine|Sulfachloropyridazine|Sulphachlorpyridazine|Sulfachlorpyridazine, Monosodium Salt|Sulfachlorpyridazine"
D003049,Sulfadiazine,Sulfadiazine,"Sulfazin|Sulfazine|Sulfadiazine|Sulfadiazine, Zinc|Sulphadiazine|Zinc Sulfadiazine"
